,CTL,TSB,SDNN,RMSSD,SLEEP,SLEEPQ,STRESS,MOTIVATION,MOOD,SORE,Duration,Intensity,Feeling,FeelPrev,FeelPrev2,FeelPrev3,FeelPrev4,FeelPrev4avg,DurationPrev,IntensityPrev
2014-01-06,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-07,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-08,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-09,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-10,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-11,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-12,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-13,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-14,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-15,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-16,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-17,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-18,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-19,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-20,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-21,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-22,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-23,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-24,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-25,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-26,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-27,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-28,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-29,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-30,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-01-31,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-01,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-02,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-03,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-04,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-05,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-06,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-07,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-08,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-09,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-10,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-11,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-12,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-13,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-14,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-15,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-16,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-17,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-18,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-19,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-20,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-21,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-22,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-23,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-24,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-25,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-26,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-27,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-02-28,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-01,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-02,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-03,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-04,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-05,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-06,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-07,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-08,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-09,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-10,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-11,0.0,0.0,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-12,1.0352457873012963,-4.822126623690714,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.31,0.5795497067512154,6.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-13,1.0108882000257264,0.11345650620475545,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.25,1.31,0.5795497067512154
2014-03-14,0.9871037056959714,0.1107870659754282,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,6.0,5.0,5.0,5.25,0.0,0.0
2014-03-15,0.9638788204016248,0.10818043317227977,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,6.0,5.0,5.25,0.0,0.0
2014-03-16,0.9412003774859492,0.10563513004250624,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,5.25,0.0,0.0
2014-03-17,0.9190555200814329,0.10314971360233516,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-18,0.8974316938209714,0.10072277481896807,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-19,2.6644684541500556,-8.230774866744914,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.98,0.6195469181897234,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-20,2.6017780054556,0.29200918797138664,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.98,0.6195469181897234
2014-03-21,3.316996897757911,-3.3314562634716633,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.83,0.6305476678616638,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-22,3.238953555373926,0.3635222511676801,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.83,0.6305476678616638
2014-03-23,4.621501868765175,-6.4398456021945,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.34,0.6802106785137816,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-24,4.512765724659625,0.5064878909729309,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.34,0.6802106785137816
2014-03-25,5.277135552491816,-3.5603990302090063,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.92,0.6341718324267314,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-03-26,9.12925840940509,-17.94300871725534,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,3.41,0.703989469396047,6.0,5.0,5.0,5.0,5.0,5.0,0.92,0.6341718324267314
2014-03-27,8.914462356915964,1.000510000694196,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.25,3.41,0.703989469396047
2014-03-28,8.892946600037718,0.10021939267380553,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,6.0,5.0,5.0,5.25,0.0,0.0
2014-03-29,9.107220206106783,-0.9980764696211626,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.55,0.5720775535473553,5.0,5.0,5.0,6.0,5.0,5.25,0.0,0.0
2014-03-30,8.892942675370481,0.9980947505382174,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,5.25,0.55,0.5720775535473553
2014-03-31,8.683706733520726,0.9746112644968026,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-04-01,8.761733520647505,-0.36344513755127217,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.41,0.5410017808004595,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-04-02,9.496717242814437,-3.4235199197279726,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.87,0.6780635036208104,5.0,5.0,5.0,5.0,5.0,5.0,0.41,0.5410017808004595
2014-04-03,9.273275503750455,1.0407812057781403,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.87,0.6780635036208104
2014-04-04,9.055090971938137,1.0162933794421356,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-04-05,9.100851400983258,-0.21314994556530742,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.24,0.6770032003863301,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
2014-04-06,9.569044804574498,-2.1808230510931015,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.67,0.6579025922547519,5.0,5.0,5.0,5.0,5.0,5.0,0.24,0.6770032003863301
2014-04-07,10.096807347101961,-2.4582933236971556,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.78,0.6405126152203485,5.0,5.0,5.0,5.0,5.0,5.0,0.67,0.6579025922547519
2014-04-08,11.129775420806277,-4.811517139921868,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.66,0.9045340337332909,5.0,5.0,5.0,5.0,5.0,5.0,0.78,0.6405126152203485
2014-04-09,12.185496124689763,-4.9174978307798085,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.08,0.7200822998230956,3.0,5.0,5.0,5.0,5.0,5.0,0.66,0.9045340337332909
2014-04-10,13.969283528172781,-8.308798581796278,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.8900000000000001,0.6823550876255453,3.0,3.0,5.0,5.0,5.0,4.5,1.08,0.7200822998230956
2014-04-11,14.887610455509382,-4.277524023648223,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.02,0.7208382919471293,5.0,3.0,3.0,5.0,5.0,4.0,1.8900000000000001,0.6823550876255453
2014-04-12,16.137255399360274,-5.8207879015981945,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.75,0.6233549779791837,5.0,5.0,3.0,3.0,5.0,4.0,1.02,0.7208382919471293
2014-04-13,19.286819999914854,-14.67052510588762,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,2.8800000000000003,0.7216878364870322,5.0,5.0,5.0,3.0,3.0,4.0,1.75,0.6233549779791837
2014-04-14,19.350656549125727,-0.2973476707562632,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.88,0.5,5.0,5.0,5.0,5.0,3.0,4.5,2.8800000000000003,0.7216878364870322
2014-04-15,19.93061402565437,-2.7014148934308437,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.83,0.49034391856119247,4.0,5.0,5.0,5.0,5.0,5.0,0.88,0.5
2014-04-16,21.555700181595927,-7.569575567928684,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,2.17,0.6404203688577732,3.0,4.0,5.0,5.0,5.0,4.75,1.83,0.49034391856119247
2014-04-17,23.354305621373204,-8.377820304175483,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.9900000000000002,0.7017565899639197,3.0,3.0,4.0,5.0,5.0,4.25,2.17,0.6404203688577732
2014-04-18,23.957705554734336,-2.810608764686627,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.09,0.6704783996548059,5.0,3.0,3.0,4.0,5.0,3.75,1.9900000000000002,0.7017565899639197
2014-04-19,27.04090972025155,-14.361421292591665,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,3.39,0.6761857279202718,5.0,5.0,3.0,3.0,4.0,3.75,1.09,0.6704783996548059
2014-04-20,29.228080324875876,-10.18773873072827,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,2.45,0.6998542122237652,5.0,5.0,5.0,3.0,3.0,4.0,3.39,0.6761857279202718
2014-04-21,29.316827232914765,-0.4133789610872469,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.89,0.6089224226894036,5.0,5.0,5.0,5.0,3.0,4.5,2.45,0.6998542122237652
2014-04-22,30.250505356411914,-4.349029179833636,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.71,0.9858148842026544,5.0,5.0,5.0,5.0,5.0,5.0,0.89,0.6089224226894036
2014-04-23,30.479894521368532,-1.0684840383721834,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.07,0.611417840515743,2.0,5.0,5.0,5.0,5.0,5.0,0.71,0.9858148842026544
2014-04-24,32.18617028708214,-7.947752985940177,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,2.09,0.7020135087782692,5.0,2.0,5.0,5.0,5.0,4.25,1.07,0.611417840515743
2014-04-25,33.35820568161947,-5.459286238333107,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.22,0.8198360491836058,4.0,5.0,2.0,5.0,5.0,4.25,2.09,0.7020135087782692
2014-04-26,34.45560843344394,-5.1116508672583905,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.94,0.6421612990679356,4.0,4.0,5.0,2.0,5.0,4.0,1.22,0.8198360491836058
2014-04-27,35.99775741640993,-7.183258081970436,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,2.69,0.6097107608496924,5.0,4.0,4.0,5.0,2.0,3.75,1.94,0.6421612990679356
2014-04-28,35.59782885370748,1.862848604106972,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.4,0.689202437604511,3.0,5.0,4.0,4.0,5.0,4.5,2.69,0.6097107608496924
2014-04-29,35.1602533088495,2.038206492234224,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.44,0.621581560508061,5.0,3.0,5.0,4.0,4.0,4.0,0.4,0.689202437604511
2014-04-30,34.332991851612384,3.8533453085525586,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,3.0,5.0,4.0,4.25,0.44,0.621581560508061
2014-05-01,33.71342096794372,2.8859322974793287,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,4.5,0.0,0.0
2014-05-02,33.34371067564473,1.7220933090632116,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.44,0.6396021490668313,5.0,5.0,5.0,5.0,3.0,4.5,0.0,0.0
2014-05-03,33.006227356298595,1.5719815711714347,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.68,0.5285941398709243,6.0,5.0,5.0,5.0,5.0,5.0,0.44,0.6396021490668313
2014-05-04,33.406062164020135,-1.8624118977758997,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.11,0.6711560552140243,5.0,6.0,5.0,5.0,5.0,5.25,0.68,0.5285941398709243
2014-05-05,33.725904593055,-1.4898111263562441,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.31,0.59898132354373,4.0,5.0,6.0,5.0,5.0,5.25,1.11,0.6711560552140243
2014-05-06,35.426392156715266,-7.920791810568005,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,2.37,0.6687730436898939,5.0,4.0,5.0,6.0,5.0,5.0,1.31,0.59898132354373
2014-05-07,36.40454902904882,-4.5562091187268265,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.37,0.7496958020560326,6.0,5.0,4.0,5.0,6.0,5.0,2.37,0.6687730436898939
2014-05-08,37.289106579943585,-4.12022784219733,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.55,0.6909553927994988,3.0,6.0,5.0,4.0,5.0,5.0,1.37,0.7496958020560326
2014-05-09,38.011682103520236,-3.36572310904959,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.2000000000000002,0.7527726527090809,2.0,3.0,6.0,5.0,4.0,4.5,1.55,0.6909553927994988
2014-05-10,39.84661568445308,-8.547035092397046,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.5699999999999998,0.859565880654132,4.0,2.0,3.0,6.0,5.0,4.0,1.2000000000000002,0.7527726527090809
2014-05-11,39.991394438778435,-0.6743726894045423,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,0.67,0.8285934854795229,5.0,4.0,2.0,3.0,6.0,3.75,1.5699999999999998,0.859565880654132
2014-05-12,40.39157824003125,-1.8640374933777437,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.53,0.6103679378930738,5.0,5.0,4.0,2.0,3.0,3.5,0.67,0.8285934854795229
2014-05-13,42.570498205841005,-10.149307639698272,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,2.49,0.7308464586934378,5.0,5.0,5.0,4.0,2.0,4.0,1.53,0.6103679378930738
2014-05-14,43.87466089276402,-6.074729007716506,56.504835589941976,41.61121856866538,8.783755676982587,3.0,3.0,3.0,3.0,3.0,1.87,0.7239227659930269,5.0,5.0,5.0,5.0,4.0,4.75,2.49,0.7308464586934378
